emotions,sentiment,clean_text
neutral,Neutral,  im eating sliders barjohnnys theyre pork tho beef search
happiness,Positive,getting ready school  second maths test today day 3rd year week officially 4th year
sadness,Neutral,woke upi wanna stay bed
worry,Neutral,depressed included morcom gardens quiz facebook
worry,Positive,  yeah totally high 60s here soooo notlooking forward aug sept
sadness,Neutral,upsidedown tomato plants died
boredom,Neutral,deep priecing soul
worry,Positive,  oh come on week week exams
neutral,Negative,friday last fun skint
worry,Neutral,  know tell dont know dad told famz yet think im taking online
sadness,Negative,  caant iht earlier icant wait long ahar 
happiness,Neutral,friday yay bonus drive wales tonight athough miss kitten cuddles going ride
worry,Neutral,children promised birthday brekkie bed theres problem theres bugger food house
worry,Neutral,  woops realized dms going
neutral,Positive,think able bed tomorrow morning seeeee
surprise,Negative,cant use blackberry today sucks
enthusiasm,Negative,q studio created open season google look dvd downstairs feeling lazy
neutral,Neutral,times changing
sadness,Negative,  hate me
hate,Negative,time tv bedthen spending day catching studying hate online summer classes
neutral,Negative,  video available foreigners
sadness,Negative,  wanted visit animals late
worry,Neutral,  pc agree problem stop spending work
sadness,Neutral,jonaswebcast missed it
hate,Negative,dang it look like crap sigh 35mins shower 10mins ready
neutral,Neutral,waiting picked up
sadness,Neutral,exhaustedcant sleep like nights
sadness,Positive,im gonna miss live comet action tomorrow care cousins access interwebz
surprise,Positive,lol cant drink
surprise,Neutral,bill compton wii cant twitter
sadness,Negative,  sorry hear that
worry,Neutral,morning sports day today threelegged race    mr pettigrew said im aloud trip
sadness,Negative,found cant drink bar booo missing e1 palominos cheers sad face
worry,Neutral,sleep 2 hours tossing turning
worry,Neutral,omg going die swine flu melbourne
anger,Neutral,packing like it
neutral,Positive,  dang it certain    okay
neutral,Negative,wishes dave gilmour roger waters reunite pink floyd concert
sadness,Positive,finished box ice cream
neutral,Neutral,1 horse town  2 blown car speakers 
neutral,Neutral,cofffeeeeeee
worry,Positive,  plus deposited tax return cheque time 7 years clear immediately
love,Positive,photo martwo omg love you accadentally deleted photo yay hes beautiful 
worry,Positive,  knooww amp hot water bottle iss whangamata me ahhhhh
neutral,Neutral,nose stuffy
neutral,Neutral,night newport
relief,Negative,  thanks rt sorry new place domestics
happiness,Positive,ok shoe club cool fun poppin 4 ppl tryna dance wit
worry,Negative,holy crap raining la jacket oh no
neutral,Negative,aright twitter fam guess ima outties gonna try n sleep horrible pain
neutral,Neutral,baby recieving vaccines
worry,Negative,wish attend e3 year small events like nba stanley cup finals getting way work work work
happiness,Positive,  lol hi emmy latin help study aptitude tests grad school  thats wanna
sadness,Neutral,  btw wimp
relief,Positive,  lol yeah yeah big perv  hoping week scrapped plans
worry,Neutral,rejecting food substances
worry,Neutral,  trying interview dr paul twomey ceo icann phone issues cut interview 30 mins 15
sadness,Neutral,  cant add myspace girly asks email
hate,Positive,vienna   sooo tired luggage lost manchester d great  good outcome seminar mbs amp great people 
worry,Negative,  think needle watched horribly gory short film drugs months ago im scarred life
sadness,Neutral,wanna work sleepy time
worry,Negative,  feels good
neutral,Positive,watching biggest loser hallmark fails cry nyeh
neutral,Negative,  sucks old actually
worry,Neutral,thinking getting work
neutral,Neutral,confuse
worry,Negative,naughty girl tonight dissappointed
worry,Positive,  thats better missy 8 telling biggest loser
sadness,Neutral, noooo goes orlando omg im gonna cry
surprise,Positive,  aaaaaahhhhhhhh  soooooooo sweeeeeeet  miss age  soooo 
surprise,Neutral,saw fox getting freeway hope goes home
neutral,Neutral,scratch that sleep stage bound
surprise,Positive,recapping britains got talent britain talented america
neutral,Positive,  cnt it goin ur old messages gtgtgtgt helpltltltlt
love,Positive,good time rocking  open mic thanks 4 love n support working business plan presentation cg 2nite
neutral,Neutral,  swimming
sadness,Negative,  morning john yes do diary clash sadly cant attend
sadness,Neutral,miss friend
neutral,Positive,  ohh ic ic haha iyaa summer filled course lasts summer
sadness,Negative,yea saw sad commercial
sadness,Negative,hmmm tinytwitter small nontouch screen fun
fun,Positive,  lettuce amp spinach best cool weather live floridanot luck growing those
neutral,Neutral, 
love,Positive,  oh love em think kind preservatives theyre stay quotjustbakedquot kinda makes sick
neutral,Positive,  unfortunately
worry,Positive,  new lens working worked bit gives fee error
sadness,Neutral,hates sleep
neutral,Neutral, 
empty,Positive,needs new phone
worry,Neutral,school again weekend oh wait gotta work tonight
sadness,Negative,loved johnny carson im going hate seeing jay leno
sadness,Positive,wanted newish song teacher agreed s old grumpy like happy haha
worry,Negative,english essay on rampjwtf long time ago assigned thursday
worry,Positive,  think much
sadness,Positive,  ya suffering day yesterday met dentist feel bit better look like rocky balboa
worry,Positive,  end eating snacks sigh
surprise,Negative,finallythe internet up server phoenix fucked up
neutral,Neutral,ups ketauan cabut nih gimana dong
worry,Negative,      sorry guys drop trip personal commitments
sadness,Neutral,callback play cried oh guess techie
happiness,Positive,  awesome wish fly
sadness,Neutral,  kinda wish went now cant fall asleep
relief,Positive,  nope het lostampfound 
worry,Positive,rocky cola diner whittier tonight teacher pal mr b great time chatting came
neutral,Negative,bed exhausted vegas
love,Positive,  lol true maybe year loooved siggy remember password mod thing cake
worry,Negative,ummm sooo yehits hard concentrate rite wen weird lupus feeling goin thro body
worry,Negative,    ouch looks painful
neutral,Positive,took 4 hour nap work today able sleep night bummer
fun,Positive,  know enjoy watching twitter entertaining comic miss
neutral,Positive,loving lil ken absolutely dreading saying goodbye week
sadness,Negative,  yet sorry
worry,Negative,want sit amp relax little while difficult
worry,Positive,  thought best friend
neutral,Neutral,hii thatsmee woke going school me
sadness,Positive,fall asleep know feels lol drag hell tonight excited
worry,Negative,god cant catch public transport swine flu shit house
worry,Negative,dad said trip uk cancelled da swine flu ooops sorry abang
neutral,Neutral,asks karma points please 
love,Positive,hahaha alright 
hate,Positive,    wake earlier thought dad wants food 9am no0o0o0o
happiness,Neutral,la need lemon tree
sadness,Negative,um think text msgs quotsubject linequot  fail
sadness,Neutral,tummy ache
surprise,Neutral,math quiz meow  allergies  meow  allergies  
love,Positive,wants friends  
worry,Positive,  youre far away know do
neutral,Neutral,la said quotwipe slate cleanquot jelly
happiness,Neutral,  whos working now oh yeah me
neutral,Positive,  invite comes beta key im going help
neutral,Positive,  live
sadness,Negative,  im sorry andrew wish do
sadness,Positive,finsh work eleven allowd cauz dont want to lol
empty,Negative,anybody up  im sooo bored
sadness,Negative,  im chasetons die heart sad
happiness,Positive,interesting least recap tomorrow sleep work am
worry,Positive,  feels like hot box matter feels like hot box ice cream working n e
worry,Negative,sad better grandma
worry,Negative,  uuuugh hate
worry,Negative,gosh todays weather horriterrible extreme hotness im losing lot water weight nothing  
worry,Positive,taking moment reflecti want annonymity backfb safe friend again
surprise,Positive,  hey peter thanks follow sydney pastors tweet shame bris pastors twitter were behind
neutral,Neutral,   cant im  sister house net tonite
neutral,Negative,damn hi facebook  whats wrong  cant add photos
surprise,Negative,aku kbangun gara2 mimpi   bad dream
neutral,Positive,4 followers follow ill love you pouts please
worry,Negative,  aww annoying 
neutral,Neutral,  dont wii b likes xbox thats use it
sadness,Negative,cant sleep darn frustrating
neutral,Neutral,  didnt tonight
fun,Negative,bff rocking hotel california now   songs stay same whats next hmmm careless whisper
sadness,Neutral,  days loneliness creeps slaps face
sadness,Neutral,rip kelly fucccccck
worry,Neutral,  vacations lets
worry,Positive,think im ignoredby best friend jakea hate ignored b know things
love,Positive,  love it way end time week im sooooo sorry week sure
neutral,Neutral,2nd episode jay leno itll same nite twitter
sadness,Positive,feeling good
sadness,Positive,ok time nodd gonna long day tomorrow saying goodbye car good
neutral,Neutral,fakin kishajust luck
worry,Positive,taking nap workno sleep right now nap felt soooo good like bad idea
worry,Negative,going home ive seriously
enthusiasm,Neutral,counting minutes dads gfriend leaving
sadness,Neutral,miss oklahomaaaaa listening citizen cope til pass out
neutral,Neutral,tenseso emotionalso me
enthusiasm,Positive,    fun miss guys lot
worry,Negative,  makes sad
neutral,Negative,playing game watching straight people hook cant leave reason
neutral,Neutral,  yeah work today mind day sun sun sun
worry,Neutral,feels like im going cough lung
sadness,Negative,funny im kinda sad day
neutral,Neutral,  think either cant remember it
neutral,Positive,got jbs live chat vid  school saw joe hug tackle nick lol
sadness,Neutral,jenny fell asleep come
worry,Positive,  love have
sadness,Neutral,wishes teased movie night
worry,Neutral,lost 4 followers night likes
sadness,Negative,  ive missed year forbidden fruit trees garden munch disappointment one
worry,Positive,want new phone ive seen cellphone commercials 
worry,Negative,  im soo sad edges pages gonna come out cries
worry,Negative,time need shut it im going sleep head aches badly cant it
sadness,Positive,  love to knw gna cut stuff tv
neutral,Neutral,  becuz braggin
sadness,Negative,  im strict diet   ugh feel like cheat day ill throw up
worry,Negative,oh no hubs sick hope catch
neutral,Negative,  ze franz friended think think im creepy stalker sommat hmph
hate,Negative,taking horrible shoes mum get urgggh nasty footwear problem is cant find shoes
worry,Negative,ran money r sad panda
neutral,Positive,find today kiss 
sadness,Negative,cal dachshund rescue found home foster pup max im soooooo sad leave
sadness,Negative,wow feel like ish feel bad ignorent aholes wont overturn prop 8
sadness,Neutral,work now finish 9pm booooo
sadness,Neutral,wishes teased movie night
worry,Neutral,   gotta wiat till week btwyou mumbai itself
neutral,Negative,dont know tired today bye time beddy
empty,Neutral,intentando intentarlo again
sadness,Neutral,maybe drinking again feel massive hangover yself today
worry,Negative,bad head ache gonna bed maybe bye bye
worry,Negative,friends travellers tales held farewell party kinda disappointed sep fault
hate,Negative,night 5 talking victor im bored night now grrrr hate shit
enthusiasm,Neutral,going die tomorrow night   here
neutral,Neutral,  ooh maggi goreng yums cant eat sore throat cmin
